"title","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"CAPT DET CHIEF OF DEPARTMENT",2018,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF DEPARTMENT",2019,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF DEPARTMENT",2020,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF DEPARTMENT",2021,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF DEPARTMENT",2022,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF DEPARTMENT",2023,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF DEPARTMENT",2024,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF DEPARTMENT",2025,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF INTERNAL AFFAIRS",2014,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF INTERNAL AFFAIRS",2022,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF INTERNAL AFFAIRS",2023,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF INTERNAL AFFAIRS",2024,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF INTERNAL AFFAIRS",2025,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2014,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2015,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2016,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2017,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2018,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2019,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2020,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2021,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2022,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2023,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2024,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",2025,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2014,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2015,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2016,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2017,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2018,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2019,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2020,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2021,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2022,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2023,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2024,1,,,,0,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",2025,1,,,,0,,,,,TRUE
"CAPTAIN",2014,1842,99001,142837.51,187866.089345991,42763047.1700001,23215.5522095548,291.5,0.164211184987576,0.808360477741585,FALSE
"CAPTAIN",2015,1838,104850,146557.7,191830.019590576,39477181.41,21478.335914037,230.625,0.147051443375832,0.867791077257889,FALSE
"CAPTAIN",2016,1673,108282,154465.29,201019.676789055,53663861.96,32076.4267543335,402.57,0.208685046977979,0.871488344291692,FALSE
"CAPTAIN",2017,1788,107180,162577.535,207909.782262671,63576077.0899999,35557.0900950783,427.875,0.222492502141343,0.895973154362416,FALSE
"CAPTAIN",2018,1764,110395,161423.485,202828.828405623,55827783.18,31648.4031632653,354.825,0.201814395853774,0.884920634920635,FALSE
"CAPTAIN",2019,1809,110395,159860.34,197365.902865934,54390207.5599999,30066.4497291321,366.2,0.19398506136865,0.897180762852405,FALSE
"CAPTAIN",2020,1782,110395,166231.83,201666.602333427,52235768.7400001,29313.0015375982,488.615,0.18138439758116,0.900673400673401,FALSE
"CAPTAIN",2021,1629,121290,176374.23,209644.026525261,49180162.34,30190.4004542664,428,0.175464178894534,0.882750153468385,FALSE
"CAPTAIN",2022,1595,123407,194283.61,219835.443577149,69162365.32,43361.9845266458,640.03,0.225532848630621,0.909090909090909,FALSE
"CAPTAIN",2023,1518,121290,199362.165,214249.57334969,77868252.5400002,51296.6090513834,500.815,0.256219365258036,0.897891963109354,FALSE
"CAPTAIN",2024,1499,136164,222217.5,230892.999453983,94996148.6100002,63373.0144162775,574,0.275312309614445,0.931954636424283,FALSE
"CAPTAIN",2025,1487,140930,227003.68,227003.68,104296844.86,70139.1021250841,654.88,0.296442462557797,0.906523201075992,FALSE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2014,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2015,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2016,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2017,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2018,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2019,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2020,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COMMUNITY AFFAIRS",2021,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COUNTERTERRORISM",2014,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COUNTERTERRORISM",2015,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COUNTERTERRORISM",2016,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COUNTERTERRORISM",2017,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COUNTERTERRORISM",2018,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF COUNTERTERRORISM",2019,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2014,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2015,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2016,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2017,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2018,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2019,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2020,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2021,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF INTELLIGENCE",2022,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2014,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2015,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2016,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2017,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2018,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2019,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2020,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2022,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF STAFF",2024,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2014,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2015,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2016,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2017,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2018,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2019,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2020,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2021,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2022,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2023,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2024,1,,,,0,,,,,TRUE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",2025,1,,,,0,,,,,TRUE
"CAPTAIN D/A CHIEF OF MANAGEMENT ANALYSIS AND PLANNING",2017,1,,,,0,,,,,TRUE
"CAPTAIN D/A DEPUTY CHIEF",2022,65,206011,232494.38,263071.625838609,219921.6,3383.40923076923,0,0.0145464454995112,0.430769230769231,FALSE
"CAPTAIN D/A DEPUTY CHIEF",2023,75,206011,234889.53,252429.95122374,229443.57,3059.2476,0,0.0129591417242469,0.426666666666667,FALSE
"CAPTAIN D/A DEPUTY CHIEF",2024,86,219619,255957.395,265950.119427939,267547.85,3111.02151162791,0,0.0121203557692541,0.406976744186047,FALSE
"CAPTAIN D/A DEPUTY CHIEF",2025,88,227306,261009.855,261009.855,318850.76,3623.30409090909,0,0.0139481913813772,0.397727272727273,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2014,51,171142,193676.83,254732.1683851,0,0,0,0,0,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2015,57,176328,200101.21,261913.355861875,0,0,0,0,0,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2016,62,178091,198838.425,258766.457673078,30336.72,489.301935483871,0,0.00249843566316634,0.290322580645161,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2017,63,180762,209977.13,268526.025926279,170678.69,2709.18555555556,0,0.0127470616352271,0.349206349206349,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2018,69,185281,206490.97,259456.18459074,178692.72,2589.74956521739,0,0.0124349504339036,0.333333333333333,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2019,74,190839,214495.52,264819.291423363,243735.04,3293.71675675676,0,0.0152465270756842,0.391891891891892,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2020,73,200011,223028.84,270570.734769421,226345.54,3100.62383561644,0,0.0138701045578313,0.383561643835616,FALSE
"CAPTAIN D/A DEPUTY CHIEF INSPECTOR",2021,60,200011,229881.84,273244.875754445,205911.3,3431.855,0,0.0149502207296378,0.466666666666667,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2014,167,154300,175239.37,230482.42118863,10179.42,60.9546107784432,0,0.000348445234557882,0.00598802395209581,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2015,170,158975,181595.365,237690.973763288,191.55,1.12676470588235,0,6.23322341381998e-06,0.0117647058823529,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2016,183,160565,180463.33,234853.281723529,60718.58,331.795519125683,0,0.00185596598618991,0.191256830601093,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2017,177,162973,190417.37,243512.327430296,247624.63,1399.00920903955,0,0.00741430647348516,0.259887005649718,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2018,174,167047,187466.21,235551.547780934,230413.96,1324.21816091954,0,0.00705583996249534,0.218390804597701,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2019,179,172058,192735.62,237954.202122462,235436.59,1315.2882122905,0,0.00682304920866822,0.223463687150838,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2020,175,180327,199628.37,242182.108608563,307071.3,1754.69314285714,0,0.00875160872651973,0.262857142857143,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2021,156,180327,205889.48,244726.79260679,281190.29,1802.50185897436,0,0.00870542725418764,0.269230769230769,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2022,153,185737,209381.78,236919.297944243,454723.85,2972.05130718954,0,0.0140287183444008,0.326797385620915,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2023,141,185737,211509.1,227303.583077446,242042.36,1716.6124822695,0,0.00811095717417664,0.234042553191489,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2024,145,198006,228608.68,237533.694809886,273745.12,1887.89737931034,0,0.00827529666580921,0.296551724137931,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",2025,156,204936,229701.015,229701.015,200871.92,1287.64051282051,0,0.00562819581370851,0.17948717948718,FALSE
"CAPTAIN D/A INSPECTOR",2014,113,162472,183935.75,241920.277407677,0,0,0,0,0,FALSE
"CAPTAIN D/A INSPECTOR",2015,113,167395,190477.01,249316.198056154,31779.56,281.235044247788,0,0.00148479063394332,0.00884955752212389,FALSE
"CAPTAIN D/A INSPECTOR",2016,128,169069,189025.285,245995.729497928,31904.2,249.2515625,0,0.00132171274839293,0.1640625,FALSE
"CAPTAIN D/A INSPECTOR",2017,134,171605,200085.375,255876.10705375,210838.92,1573.4247761194,0,0.00784956987284565,0.283582089552239,FALSE
"CAPTAIN D/A INSPECTOR",2018,130,175895,197368.44,247993.713240954,232836.56,1791.05046153846,0,0.00903066664417784,0.238461538461538,FALSE
"CAPTAIN D/A INSPECTOR",2019,125,181172,203129.96,250787.205597843,252447.46,2019.57968,0,0.00987691534217487,0.28,FALSE
"CAPTAIN D/A INSPECTOR",2020,130,189879,209782.01,254500.147098044,259452.99,1995.79223076923,0,0.00946720159467216,0.284615384615385,FALSE
"CAPTAIN D/A INSPECTOR",2021,129,189879,215863.26,256581.945136029,283126.29,2194.77744186046,0,0.0101152667307585,0.302325581395349,FALSE
"CAPTAIN D/A INSPECTOR",2022,122,195575,219622.955,248507.373999017,291482.66,2389.20213114754,0,0.0107957705164552,0.30327868852459,FALSE
"CAPTAIN D/A INSPECTOR",2023,119,195575,223675.9,240378.94122793,269250.19,2262.60663865546,0,0.0100550919574706,0.294117647058824,FALSE
"CAPTAIN D/A INSPECTOR",2024,114,208494,242309.91,251769.828736822,304217.23,2668.57219298246,0,0.0109733518125654,0.342105263157895,FALSE
"CAPTAIN D/A INSPECTOR",2025,105,215791,243471,243471,257038.09,2447.98180952381,0,0.0100000997021706,0.266666666666667,FALSE
"CAPTAIN DETAILED AS ASSISTANT CHIEF",2022,17,,,,14493.75,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF",2023,18,,,,30579.39,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF",2024,16,,,,24113.73,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF",2025,20,,,,16445.2,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2014,20,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2015,23,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2016,28,,,,1491.47,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2017,29,,,,6512.73,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2018,26,,,,11344.74,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2019,25,,,,7036.43,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2020,24,,,,10026.24,,,,,TRUE
"CAPTAIN DETAILED AS ASSISTANT CHIEF INSPECTOR",2021,22,,,,44884.18,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2017,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2018,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2019,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2020,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2021,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2022,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2023,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2024,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",2025,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIMINAL JUSTICE",2020,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2014,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2015,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2016,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2017,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2018,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2019,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2020,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2021,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2022,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2023,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2024,1,,,,0,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF DETECTIVES",2025,1,,,,0,,,,,TRUE
