"agency","fiscal_year","n","n_common","n_uncommon","common_mean","uncommon_mean","common_median","uncommon_median","gap","gap_dollars","uncommon_share","suppressed"
"DISTRICT ATTORNEY QNS COUNTY",2017,654,553,101,78678.4828209765,68213.1089108911,68000,59942,0.133014434631361,10465.3739100854,0.154434250764526,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2018,674,567,107,77899.7001763669,69111.3364485981,67000,62669,0.112816399907467,8788.36372776875,0.158753709198813,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2019,689,576,113,82737.5399305555,73374.1592920354,72904,65815,0.113169676622959,9363.3806385201,0.164005805515239,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2020,730,614,116,81853.5472312705,74824.8965517241,73722,70000,0.085868614339798,7028.65067954641,0.158904109589041,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2021,777,638,139,82034.34169279,75210.964028777,73722,70000,0.0831770880732591,6823.37766401302,0.178893178893179,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2022,776,643,133,87216.3763608087,78878.7969924812,77575,75386,0.0955964890565443,8337.5793683275,0.17139175257732,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2023,829,685,144,91530.1109489051,80584.0972222222,77575,72692,0.119589210732994,10946.0137266829,0.173703256936068,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2024,834,689,145,96802.9419448477,89189.0275862069,89000,85193,0.0786537496244565,7613.91435864085,0.173860911270983,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2025,872,715,157,102771.545454545,93402.4140127389,93000,87749,0.0911646448476375,9369.13144180646,0.180045871559633,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2015,98,94,4,,,,,,,0.0408163265306122,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2016,101,90,11,,,,,,,0.108910891089109,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2017,141,125,16,,,,,,,0.113475177304965,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2018,140,137,3,,,,,,,0.0214285714285714,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2019,148,145,3,,,,,,,0.0202702702702703,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2020,186,177,9,,,,,,,0.0483870967741935,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2021,195,185,10,,,,,,,0.0512820512820513,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2022,191,185,6,,,,,,,0.031413612565445,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2023,188,183,5,,,,,,,0.0265957446808511,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2024,223,204,19,,,,,,,0.0852017937219731,TRUE
"DISTRICT ATTORNEY RICHMOND COU",2025,231,209,22,,,,,,,0.0952380952380952,TRUE
"DISTRICT ATTORNEY-MANHATTAN",2015,1278,1141,137,75649.2462751972,67065.2919708029,66500,54866,0.113470453798938,8583.95430439425,0.107198748043818,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2016,1329,1190,139,77457.9226890756,66682.8992805755,68500,57920,0.139108086486545,10775.0234085001,0.104589917231001,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2017,1364,1214,150,78823.8673805602,71183.98,67236,66750,0.0969235288047328,7639.88738056016,0.109970674486804,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2018,1410,1252,158,80064.2284345047,74081.164556962,71909.5,73446,0.0747283024457922,5983.06387754266,0.112056737588652,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2019,1389,1235,154,82825.1311740895,80012.5194805195,72000,80975,0.0339584333124472,2812.61169357001,0.110871130309575,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2020,1478,1306,172,82124.7220520673,78469.7151162791,72500,77066.5,0.0445055623259324,3655.00693578816,0.11637347767253,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2021,1459,1291,168,82179.587916344,79309.3154761905,71550,75866.5,0.0349268293128388,2870.27244015358,0.115147361206306,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2022,1431,1269,162,87079.0740740741,84597.0740740741,76575,83374,0.028502829484483,2482,0.113207547169811,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2023,1483,1315,168,88125.2975209125,84468.9880952381,77575,82971,0.0414898959609957,3656.30942567445,0.113283884018881,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2024,1517,1349,168,96213.704966642,89561.3571428571,90000,87336,0.0691413746730909,6652.34782378482,0.110744891232696,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2025,1612,1431,181,100062.780573026,92478.0662983425,90000,89862,0.0757995553516345,7584.71427468355,0.112282878411911,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2015,197,170,27,,,,,,,0.137055837563452,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2016,200,172,28,,,,,,,0.14,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2017,205,180,25,,,,,,,0.121951219512195,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2018,215,187,28,,,,,,,0.130232558139535,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2019,209,182,27,,,,,,,0.129186602870813,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2020,219,193,26,,,,,,,0.118721461187215,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2021,207,183,24,,,,,,,0.115942028985507,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2022,193,173,20,,,,,,,0.103626943005181,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2023,187,167,20,,,,,,,0.106951871657754,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2024,179,161,18,,,,,,,0.100558659217877,TRUE
"DISTRICT ATTORNEY-SPECIAL NARC",2025,196,176,20,,,,,,,0.102040816326531,TRUE
"DISTRICTING COMMISSION",2022,9,8,1,,,,,,,0.111111111111111,TRUE
"DISTRICTING COMMISSION",2023,2,1,1,,,,,,,0.5,TRUE
"EQUAL EMPLOY PRACTICES COMM",2014,5,4,1,,,,,,,0.2,TRUE
"EQUAL EMPLOY PRACTICES COMM",2015,6,5,1,,,,,,,0.166666666666667,TRUE
"EQUAL EMPLOY PRACTICES COMM",2016,10,9,1,,,,,,,0.1,TRUE
"EQUAL EMPLOY PRACTICES COMM",2017,10,8,2,,,,,,,0.2,TRUE
"EQUAL EMPLOY PRACTICES COMM",2018,11,8,3,,,,,,,0.272727272727273,TRUE
"EQUAL EMPLOY PRACTICES COMM",2019,12,10,2,,,,,,,0.166666666666667,TRUE
"EQUAL EMPLOY PRACTICES COMM",2020,13,11,2,,,,,,,0.153846153846154,TRUE
"EQUAL EMPLOY PRACTICES COMM",2021,11,10,1,,,,,,,0.0909090909090909,TRUE
"EQUAL EMPLOY PRACTICES COMM",2022,11,10,1,,,,,,,0.0909090909090909,TRUE
"EQUAL EMPLOY PRACTICES COMM",2023,11,10,1,,,,,,,0.0909090909090909,TRUE
"EQUAL EMPLOY PRACTICES COMM",2024,12,10,2,,,,,,,0.166666666666667,TRUE
"EQUAL EMPLOY PRACTICES COMM",2025,13,11,2,,,,,,,0.153846153846154,TRUE
"FINANCIAL INFO SVCS AGENCY",2014,404,336,68,95694.9107142857,102824.676470588,98786,109057.5,-0.0745051717284078,-7129.76575630251,0.168316831683168,FALSE
"FINANCIAL INFO SVCS AGENCY",2015,417,345,72,99534.6550724637,107814.736111111,101341,114047.5,-0.0831879211579048,-8280.08103864736,0.172661870503597,FALSE
"FINANCIAL INFO SVCS AGENCY",2016,421,346,75,103363.524566474,109888.68,105078,117875,-0.0631282211098521,-6525.155433526,0.178147268408551,FALSE
"FINANCIAL INFO SVCS AGENCY",2017,428,352,76,106720.484375,114244.315789474,108655.5,121411,-0.070500349192907,-7523.83141447368,0.177570093457944,FALSE
"FINANCIAL INFO SVCS AGENCY",2018,427,351,76,106801.893162393,115519.986842105,108230,121411,-0.0816286436651096,-8718.0936797121,0.177985948477752,FALSE
"FINANCIAL INFO SVCS AGENCY",2019,427,346,81,112046.416184971,120400.518518519,114725,125649,-0.0745592997794425,-8354.10233354743,0.189695550351288,FALSE
"FINANCIAL INFO SVCS AGENCY",2020,427,343,84,115343.201166181,123738.630952381,118167,129817.5,-0.0727865162516563,-8395.42978620027,0.19672131147541,FALSE
"FINANCIAL INFO SVCS AGENCY",2021,414,330,84,116386.184848485,124613.297619048,118279,130320.5,-0.0706880527209743,-8227.11277056276,0.202898550724638,FALSE
"FINANCIAL INFO SVCS AGENCY",2022,390,312,78,116700.958333333,127281.666666667,118601,131922.5,-0.0906651366401946,-10580.7083333333,0.2,FALSE
"FINANCIAL INFO SVCS AGENCY",2023,412,331,81,123553.885196375,137953.962962963,127141,142559,-0.116548967632228,-14400.0777665883,0.196601941747573,FALSE
"FINANCIAL INFO SVCS AGENCY",2024,398,318,80,131779.616352201,143910.8125,133368.5,147681,-0.0920566965028664,-12131.1961477988,0.201005025125628,FALSE
"FINANCIAL INFO SVCS AGENCY",2025,390,308,82,135943.659090909,148832.048780488,137453.5,152480.5,-0.0948068470112306,-12888.3896895787,0.21025641025641,FALSE
"FIRE DEPARTMENT",2014,15130,14670,460,72327.9535787315,55900.1282608696,76488,50091,0.227129685066779,16427.8253178619,0.030403172504957,FALSE
"FIRE DEPARTMENT",2015,15580,15072,508,71455.8747346072,55285.3366141732,76488,48153,0.226301030957814,16170.538120434,0.0326059050064185,FALSE
"FIRE DEPARTMENT",2016,16090,15526,564,73124.4572330285,56508,82808,48712,0.227235289830271,16616.4572330285,0.035052827843381,FALSE
"FIRE DEPARTMENT",2017,16853,16235,618,74205.0778564829,58793.9789644013,85292,52022,0.207682537870085,15411.0988920816,0.0366700290749421,FALSE
"FIRE DEPARTMENT",2018,16754,16135,619,75523.7126743092,61273.01453958,85292,55192,0.188691705295055,14250.6981347291,0.0369464008594962,FALSE
"FIRE DEPARTMENT",2019,16913,16265,648,75381.6184445128,62463.2438271605,85292,55302,0.171373006893733,12918.3746173523,0.0383137231715249,FALSE
"FIRE DEPARTMENT",2020,16801,16135,666,75929.3438487738,63951.0255255255,85292,59872,0.157756115305107,11978.3183232482,0.0396404975894292,FALSE
"FIRE DEPARTMENT",2021,16456,15789,667,78953.7214516437,65598.107946027,85292,60837,0.169157492010006,13355.6135056167,0.0405323286339329,FALSE
"FIRE DEPARTMENT",2022,16474,15794,680,83345.7853615298,71440.8308823529,92073,65674,0.142838110260004,11904.9544791768,0.0412771640160252,FALSE
"FIRE DEPARTMENT",2023,16525,15807,718,83217.9524160182,72918.5376044568,92073,68155,0.12376433825328,10299.4148115614,0.0434493192133132,FALSE
"FIRE DEPARTMENT",2024,16637,15888,749,91171.143693354,77375.3591455274,105146,68155,0.15131744528979,13795.7845478267,0.0450201358417984,FALSE
"FIRE DEPARTMENT",2025,16977,16213,764,92515.3740825267,78699.7369109947,109352,70761,0.149333419537471,13815.637171532,0.0450020616127702,FALSE
"GUTTMAN COMMUNITY COLLEGE",2014,98,91,7,,,,,,,0.0714285714285714,TRUE
"GUTTMAN COMMUNITY COLLEGE",2015,123,111,12,,,,,,,0.0975609756097561,TRUE
"GUTTMAN COMMUNITY COLLEGE",2016,155,141,14,,,,,,,0.0903225806451613,TRUE
"GUTTMAN COMMUNITY COLLEGE",2017,156,142,14,,,,,,,0.0897435897435897,TRUE
"GUTTMAN COMMUNITY COLLEGE",2018,167,151,16,,,,,,,0.0958083832335329,TRUE
"GUTTMAN COMMUNITY COLLEGE",2019,159,143,16,,,,,,,0.10062893081761,TRUE
"GUTTMAN COMMUNITY COLLEGE",2020,157,142,15,,,,,,,0.0955414012738854,TRUE
"GUTTMAN COMMUNITY COLLEGE",2021,151,136,15,,,,,,,0.0993377483443709,TRUE
"GUTTMAN COMMUNITY COLLEGE",2022,143,127,16,,,,,,,0.111888111888112,TRUE
"GUTTMAN COMMUNITY COLLEGE",2023,153,139,14,,,,,,,0.0915032679738562,TRUE
"GUTTMAN COMMUNITY COLLEGE",2024,159,143,16,,,,,,,0.10062893081761,TRUE
"GUTTMAN COMMUNITY COLLEGE",2025,166,148,18,,,,,,,0.108433734939759,TRUE
"HOUSING PRESERVATION & DVLPMNT",2014,1934,1752,182,59785.6147260274,59564.1648351648,53434,55345,0.00370406646945714,221.449890862561,0.094105480868666,FALSE
"HOUSING PRESERVATION & DVLPMNT",2015,2055,1865,190,63212.9190348526,64294.0368421053,56234,59181,-0.0171027983481766,-1081.1178072527,0.0924574209245742,FALSE
"HOUSING PRESERVATION & DVLPMNT",2016,2163,1962,201,65450.352196738,64790.671641791,58958,59324,0.0100790986267581,659.680554946979,0.0929264909847434,FALSE
"HOUSING PRESERVATION & DVLPMNT",2017,2216,1996,220,67666.4549098196,68080.3454545455,61104,61454,-0.00611662817680363,-413.890544725815,0.0992779783393502,FALSE
"HOUSING PRESERVATION & DVLPMNT",2018,2253,2026,227,68204.5904540967,68692.0352422907,61291,63104,-0.0071468032422548,-487.444788194,0.100754549489569,FALSE
"HOUSING PRESERVATION & DVLPMNT",2019,2320,2070,250,71698.3629033822,71550.7308,63929,63728,0.00205907216572239,147.632103382217,0.107758620689655,FALSE
"HOUSING PRESERVATION & DVLPMNT",2020,2395,2116,279,73374.6687334597,72863.0176344086,66343,65640,0.00697312993547764,511.651099051043,0.116492693110647,FALSE
"HOUSING PRESERVATION & DVLPMNT",2021,2302,2028,274,74316.3151084813,73265.7040875912,66950,65640,0.0141370171456488,1050.61102089004,0.119026933101651,FALSE
"HOUSING PRESERVATION & DVLPMNT",2022,2189,1912,277,74931.2826046025,74036.2491696751,67671,65670,0.0119447232693231,895.03343492742,0.126541799908634,FALSE
"HOUSING PRESERVATION & DVLPMNT",2023,2326,2016,310,79985.3370535714,80171.7870967742,71726,71840,-0.00233105279131197,-186.450043202756,0.133276010318143,FALSE
"HOUSING PRESERVATION & DVLPMNT",2024,2389,2057,332,84986.1541079239,83093.858433735,75927,73878,0.0222659290098709,1892.29567418898,0.138970280452072,FALSE
"HOUSING PRESERVATION & DVLPMNT",2025,2381,2054,327,88220.3291139241,86409.9755351682,78345.5,76279,0.0205208209597376,1810.35357875597,0.137337253254935,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2014,13311,11677,1634,49082.0459878395,47349.6022031824,41200,41101,0.0352968942062107,1732.44378465714,0.122755615656224,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2015,13246,11563,1683,51260.6887485947,49230.3683897801,43018,42981,0.0396077463721201,2030.32035881453,0.127057224822588,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2016,13058,11361,1697,52904.450840595,51102.69239835,44219,44056,0.0340568404664823,1801.758442245,0.129958646040741,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2017,13082,11381,1701,55762.1441876812,53739.076425632,47221,45378,0.0362803079314905,2023.06776204925,0.1300259899098,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2018,12820,11137,1683,55754.7237137467,53771.4016636957,47844,45378,0.035572269360237,1983.32205005099,0.131279251170047,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2019,12409,10762,1647,58056.6160564956,56526.7692774742,50763,47327,0.0263509464198308,1529.84677902141,0.132726247078733,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2020,12194,10491,1703,60129.2946334953,58676.4492072812,52943,48747,0.0241620234374866,1452.84542621405,0.139658848614072,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2021,11588,9976,1612,60592.2783680833,59376.635235732,54531,48747,0.0200626740748477,1215.6431323513,0.139109423541595,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2022,10542,9003,1539,61650.6251249583,61164.2852501624,54531,49677,0.00788864466191819,486.339874795922,0.145987478656801,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2023,10485,8872,1613,65392.5214156898,64390.3068815871,54531,53266,0.0153261338208968,1002.21453410272,0.153838817358131,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2024,10812,9072,1740,68879.6048280424,67170.2471264368,59588,54864,0.0248166014580513,1709.35770160559,0.160932297447281,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2025,10640,8832,1808,71627.4328577901,69161.3136061946,61376,56647,0.0344298148516889,2466.11925159549,0.169924812030075,FALSE
"HUMAN RIGHTS COMMISSION",2014,61,56,5,,,,,,,0.0819672131147541,TRUE
"HUMAN RIGHTS COMMISSION",2015,63,56,7,,,,,,,0.111111111111111,TRUE
"HUMAN RIGHTS COMMISSION",2016,87,76,11,,,,,,,0.126436781609195,TRUE
"HUMAN RIGHTS COMMISSION",2017,106,89,17,,,,,,,0.160377358490566,TRUE
"HUMAN RIGHTS COMMISSION",2018,138,107,31,72411.6261682243,74114.8709677419,66326,62817,-0.023521703483923,-1703.24479951765,0.22463768115942,FALSE
"HUMAN RIGHTS COMMISSION",2019,125,101,24,,,,,,,0.192,TRUE
"HUMAN RIGHTS COMMISSION",2020,127,104,23,,,,,,,0.181102362204724,TRUE
"HUMAN RIGHTS COMMISSION",2021,118,94,24,,,,,,,0.203389830508475,TRUE
"HUMAN RIGHTS COMMISSION",2022,98,80,18,,,,,,,0.183673469387755,TRUE
"HUMAN RIGHTS COMMISSION",2023,99,76,23,,,,,,,0.232323232323232,TRUE
"HUMAN RIGHTS COMMISSION",2024,103,82,21,,,,,,,0.203883495145631,TRUE
"HUMAN RIGHTS COMMISSION",2025,102,80,22,,,,,,,0.215686274509804,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2014,172,163,9,,,,,,,0.0523255813953488,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2015,169,159,10,,,,,,,0.0591715976331361,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2016,169,161,8,,,,,,,0.0473372781065089,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2017,174,162,12,,,,,,,0.0689655172413793,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2018,175,163,12,,,,,,,0.0685714285714286,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2019,171,160,11,,,,,,,0.064327485380117,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2020,174,166,8,,,,,,,0.0459770114942529,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2021,171,163,8,,,,,,,0.0467836257309941,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2022,162,155,7,,,,,,,0.0432098765432099,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2023,166,157,9,,,,,,,0.0542168674698795,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2024,162,155,7,,,,,,,0.0432098765432099,TRUE
"HUNTER COLLEGE HIGH SCHOOL",2025,162,152,10,,,,,,,0.0617283950617284,TRUE
"INDEPENDENT BUDGET OFFICE",2014,34,27,7,,,,,,,0.205882352941176,TRUE
"INDEPENDENT BUDGET OFFICE",2015,34,28,6,,,,,,,0.176470588235294,TRUE
"INDEPENDENT BUDGET OFFICE",2016,35,29,6,,,,,,,0.171428571428571,TRUE
"INDEPENDENT BUDGET OFFICE",2017,35,30,5,,,,,,,0.142857142857143,TRUE
"INDEPENDENT BUDGET OFFICE",2018,31,27,4,,,,,,,0.129032258064516,TRUE
"INDEPENDENT BUDGET OFFICE",2019,34,29,5,,,,,,,0.147058823529412,TRUE
"INDEPENDENT BUDGET OFFICE",2020,36,31,5,,,,,,,0.138888888888889,TRUE
"INDEPENDENT BUDGET OFFICE",2021,36,31,5,,,,,,,0.138888888888889,TRUE
"INDEPENDENT BUDGET OFFICE",2022,28,23,5,,,,,,,0.178571428571429,TRUE
"INDEPENDENT BUDGET OFFICE",2023,31,27,4,,,,,,,0.129032258064516,TRUE
"INDEPENDENT BUDGET OFFICE",2024,44,38,6,,,,,,,0.136363636363636,TRUE
"INDEPENDENT BUDGET OFFICE",2025,47,42,5,,,,,,,0.106382978723404,TRUE
"KINGS DA",2014,990,917,73,62421.4460196292,52352.3835616438,50000,50000,0.161307741169902,10069.0624579854,0.0737373737373737,FALSE
"LANDMARKS PRESERVATION COMM",2014,58,57,1,,,,,,,0.0172413793103448,TRUE
"LANDMARKS PRESERVATION COMM",2015,68,65,3,,,,,,,0.0441176470588235,TRUE
"LANDMARKS PRESERVATION COMM",2016,67,63,4,,,,,,,0.0597014925373134,TRUE
"LANDMARKS PRESERVATION COMM",2017,63,60,3,,,,,,,0.0476190476190476,TRUE
"LANDMARKS PRESERVATION COMM",2018,67,63,4,,,,,,,0.0597014925373134,TRUE
"LANDMARKS PRESERVATION COMM",2019,70,65,5,,,,,,,0.0714285714285714,TRUE
"LANDMARKS PRESERVATION COMM",2020,71,66,5,,,,,,,0.0704225352112676,TRUE
"LANDMARKS PRESERVATION COMM",2021,69,64,5,,,,,,,0.072463768115942,TRUE
"LANDMARKS PRESERVATION COMM",2022,65,59,6,,,,,,,0.0923076923076923,TRUE
"LANDMARKS PRESERVATION COMM",2023,71,68,3,,,,,,,0.0422535211267606,TRUE
"LANDMARKS PRESERVATION COMM",2024,69,66,3,,,,,,,0.0434782608695652,TRUE
"LANDMARKS PRESERVATION COMM",2025,66,62,4,,,,,,,0.0606060606060606,TRUE
"LAW DEPARTMENT",2014,1334,1253,81,72275.2833200319,55942.0864197531,64338,41918,0.22598592700019,16333.1969002788,0.06071964017991,FALSE
"LAW DEPARTMENT",2015,1348,1264,84,76414.8259493671,59096.1428571429,67224,44035.5,0.226640352537081,17318.6830922242,0.0623145400593472,FALSE
"LAW DEPARTMENT",2016,1411,1317,94,78599.8663629461,59979.7765957447,68892,45146.5,0.23689721915328,18620.0897672014,0.0666194188518781,FALSE
"LAW DEPARTMENT",2017,1586,1475,111,80502.853559322,60089.7117117117,70959,46401,0.253570413284394,20413.1418476103,0.0699873896595208,FALSE
"LAW DEPARTMENT",2018,1565,1455,110,81640.1807560137,61874.5090909091,72959,47321,0.242107152165371,19765.6716651046,0.0702875399361022,FALSE
"LAW DEPARTMENT",2019,1694,1567,127,86101.6158264197,67000.9527559055,75997,53043,0.221838613447406,19100.6630705142,0.0749704840613932,FALSE
"LAW DEPARTMENT",2020,1704,1578,126,89232.8282636244,70717.4206349206,79254,58385.5,0.20749546987352,18515.4076287038,0.073943661971831,FALSE
"LAW DEPARTMENT",2021,1605,1486,119,89508.7422611037,72219.1428571429,76284,61335,0.193161013854108,17289.5994039608,0.0741433021806854,FALSE
"LAW DEPARTMENT",2022,1403,1296,107,91447.5740740741,75136.7009345794,79036,58741,0.178363103719762,16310.8731394947,0.0762651461154669,FALSE
"LAW DEPARTMENT",2023,1351,1244,107,95379.8153536978,78428.7757009346,81206,65921,0.177721455948552,16951.0396527632,0.07920059215396,FALSE
"LAW DEPARTMENT",2024,1383,1272,111,112405.108333333,89879.8918918919,99255,77832,0.200393174077497,22525.2164414415,0.0802603036876356,FALSE
"LAW DEPARTMENT",2025,1346,1232,114,118049.272727273,94420.8859649123,103019,83837.5,0.200156987133235,23628.3867623605,0.0846953937592868,FALSE
"MANHATTAN COMMUNITY BOARD #1",2014,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2015,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2016,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2017,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2018,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2019,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2020,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2021,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2022,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #1",2023,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #1",2024,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #1",2025,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #10",2014,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #10",2015,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #10",2016,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #10",2017,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #10",2018,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #10",2019,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #10",2020,2,1,1,,,,,,,0.5,TRUE
"MANHATTAN COMMUNITY BOARD #10",2021,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #10",2022,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #10",2023,4,3,1,,,,,,,0.25,TRUE
"MANHATTAN COMMUNITY BOARD #10",2024,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #10",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2014,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2015,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2016,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2017,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2018,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2019,1,1,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2020,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2021,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2022,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2023,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2024,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #11",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2014,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2015,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2016,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2017,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2018,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2019,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2020,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #12",2021,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #12",2022,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #12",2023,3,2,1,,,,,,,0.333333333333333,TRUE
"MANHATTAN COMMUNITY BOARD #12",2024,2,2,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #12",2025,3,3,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2014,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2015,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2016,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2017,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2018,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2019,4,4,0,,,,,,,0,TRUE
"MANHATTAN COMMUNITY BOARD #2",2020,4,4,0,,,,,,,0,TRUE
