"agency","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"DEPARTMENT OF INVESTIGATION",2016,309,69027,61888.25,80540.7869433983,685593.24,2218.74834951456,10.25,0.0332146313579704,0.579288025889968,FALSE
"DEPARTMENT OF INVESTIGATION",2017,345,67812,72123.74,92234.3365543677,973121.329999999,2820.64153623188,6.5,0.0361175045134431,0.585507246376812,FALSE
"DEPARTMENT OF INVESTIGATION",2018,362,67906,69226.92,86983.7191145376,1048641.28,2896.7991160221,8.5,0.0385272920754044,0.585635359116022,FALSE
"DEPARTMENT OF INVESTIGATION",2019,353,72173,72728.04,89791.0968928863,903732.16,2560.14776203966,4.5,0.0327437492493132,0.594900849858357,FALSE
"DEPARTMENT OF INVESTIGATION",2020,358,74049,73732.825,89450.0668024599,653483.78,1825.37368715084,0,0.0231693482981114,0.435754189944134,FALSE
"DEPARTMENT OF INVESTIGATION",2021,326,75253.5,74482.895,88532.7409512049,125646.85,385.419785276074,0,0.00473912073107916,0.242331288343558,FALSE
"DEPARTMENT OF INVESTIGATION",2022,281,77000,77855.43,88094.8371761245,313695.08,1116.35259786477,0,0.0137672267216254,0.362989323843416,FALSE
"DEPARTMENT OF INVESTIGATION",2023,269,77000,77010.93,82761.7361386642,349313.17,1298.56197026022,0,0.0162350740232786,0.368029739776952,FALSE
"DEPARTMENT OF INVESTIGATION",2024,266,91294,90148.64,93668.0949353554,437306.03,1644.00763157895,0,0.0164079437328227,0.443609022556391,FALSE
"DEPARTMENT OF INVESTIGATION",2025,253,97616,92715.06,92715.06,378616.89,1496.50944664032,0,0.0148611831763369,0.343873517786561,FALSE
"DEPARTMENT OF PROBATION",2014,949,56646,65334.39,85930.623889382,453407.06,477.773508956796,0,0.00780866008386699,0.221285563751317,FALSE
"DEPARTMENT OF PROBATION",2015,932,61070,72266.88,94590.4378012878,495710.2,531.877896995708,0,0.0078765749056484,0.420600858369099,FALSE
"DEPARTMENT OF PROBATION",2016,911,62517,69736.33,90754.2045015737,566899.03,622.282140504939,0,0.00943960583428883,0.283205268935236,FALSE
"DEPARTMENT OF PROBATION",2017,956,61925.5,73487.105,93977.8549334263,1179128.87,1233.39839958159,0,0.0185105970895492,0.457112970711297,FALSE
"DEPARTMENT OF PROBATION",2018,1021,61210,69441.84,87253.766386785,1525380.73,1494.00659157688,0,0.0237192271502691,0.469147894221352,FALSE
"DEPARTMENT OF PROBATION",2019,1136,58343,63075.085,77873.4181309168,3076042.68,2707.78404929578,6,0.0428018846573818,0.632922535211268,FALSE
"DEPARTMENT OF PROBATION",2020,1102,58106,66692.345,80908.8043956366,2827633.74,2565.91083484573,5,0.0372892721433446,0.638838475499093,FALSE
"DEPARTMENT OF PROBATION",2021,1041,58343,64279.06,76404.1377227209,1490006.66,1431.32243996158,0,0.0210633472824247,0.392891450528338,FALSE
"DEPARTMENT OF PROBATION",2022,937,58047,61942.69,70089.2820166963,759394.98,810.453553895411,0,0.0124810248134465,0.362860192102455,FALSE
"DEPARTMENT OF PROBATION",2023,980,55521.5,63568.06,68315.0172133589,2739532.09,2795.44090816327,7,0.0430158114987877,0.598979591836735,FALSE
"DEPARTMENT OF PROBATION",2024,847,59869,67781.21,70427.4275586771,2643199.03,3120.66001180637,17,0.0444302799528897,0.659976387249115,FALSE
"DEPARTMENT OF PROBATION",2025,836,70046,86031.48,86031.48,4547422.4,5439.5004784689,17.5,0.063035278521086,0.697368421052632,FALSE
"DEPARTMENT OF SANITATION",2014,8300,69339,96359.845,126736.648168509,114581390.79,13804.9868421687,294.5,0.156041650492899,0.943253012048193,FALSE
"DEPARTMENT OF SANITATION",2015,8574,72153,95254.45,124678.969508866,118874078,13864.4830884068,293,0.157505300235439,0.950898063914159,FALSE
"DEPARTMENT OF SANITATION",2016,8758,73235,99527.63,129524.322352165,96786176.71,11051.1734083124,218,0.122644810854735,0.939483900433889,FALSE
"DEPARTMENT OF SANITATION",2017,8883,75066,99337.81,127036.63176804,119557823.45,13459.1718394686,272,0.145317937775026,0.929528312507036,FALSE
"DEPARTMENT OF SANITATION",2018,8851,77318,102995.82,129414.387883376,147565448.239999,16672.178086092,305.42,0.172568431294185,0.936391368206982,FALSE
"DEPARTMENT OF SANITATION",2019,9161,77318,101186.82,124926.720958011,124834620.300001,13626.7460211767,238,0.144328796597835,0.937124768038424,FALSE
"DEPARTMENT OF SANITATION",2020,8984,77318,103456.06,125509.24880634,138967236.52,15468.3032635797,264,0.156375204498154,0.929430097951915,FALSE
"DEPARTMENT OF SANITATION",2021,8426,83465,129940.62,154451.558972016,263917998.34,31321.860709708,463.625,0.249652182980295,0.939591739852837,FALSE
"DEPARTMENT OF SANITATION",2022,8757,83465,127935.22,144761.03176094,258523432.22,29521.9175767957,428,0.24171937726711,0.942103460089072,FALSE
"DEPARTMENT OF SANITATION",2023,9101,83465,114427.56,122972.460243126,160165398.290001,17598.6593000769,219,0.163240755995886,0.928469398967146,FALSE
"DEPARTMENT OF SANITATION",2024,9066,88979,115379.5,119883.982271877,143525014.029999,15831.1288363115,180,0.142721772384067,0.950474299580852,FALSE
"DEPARTMENT OF SANITATION",2025,8957,92093,122855.74,122855.74,178776811.93,19959.4520408619,235,0.169723500645452,0.946633917606341,FALSE
"DEPARTMENT OF TRANSPORTATION",2014,3260,54924,66360.375,87280.0438679132,34040162.95,10441.7677760736,131.125,0.147267587352231,0.749386503067485,FALSE
"DEPARTMENT OF TRANSPORTATION",2015,3263,57437,71485.92,93568.2358146337,36488595.45,11182.530018388,127.75,0.146491035871304,0.796199816120135,FALSE
"DEPARTMENT OF TRANSPORTATION",2016,3382,58873,71850.095,93505.038408065,36655523.9100001,10838.4162950917,112.75,0.144313994670986,0.759314015375517,FALSE
"DEPARTMENT OF TRANSPORTATION",2017,3550,61104,74867.1,95742.6403324273,36543406.02,10293.9171887324,103.875,0.131504839931999,0.737746478873239,FALSE
"DEPARTMENT OF TRANSPORTATION",2018,3627,61104,72812.17,91488.5906147487,35743354.56,9854.79861042175,93.25,0.126513459381664,0.751033912324235,FALSE
"DEPARTMENT OF TRANSPORTATION",2019,3715,63728,76156.94,94024.4667477046,36073847.52,9710.32234724094,76.98,0.120042197511196,0.734589502018843,FALSE
"DEPARTMENT OF TRANSPORTATION",2020,3868,66427.5,77991.32,94616.3229743609,32312979.35,8353.92434074452,61.5,0.101562646422385,0.720010341261634,FALSE
"DEPARTMENT OF TRANSPORTATION",2021,3889,66770,77746.87,92412.4055795227,32952144.12,8473.16639753149,23.5,0.100304406949545,0.672666495242993,FALSE
"DEPARTMENT OF TRANSPORTATION",2022,3684,67044,79483.75,89937.3109158576,37626340.9799999,10213.4476058632,65.75,0.119114986323562,0.720684039087948,FALSE
"DEPARTMENT OF TRANSPORTATION",2023,3803,70403,84142.53,90425.8897522681,41567275.88,10930.1277622929,60.25,0.123447439093348,0.722850381277938,FALSE
"DEPARTMENT OF TRANSPORTATION",2024,3903,75558,90258.43,93782.1712003213,55331711.0200001,14176.7130463745,53.5,0.133370978434275,0.717653087368691,FALSE
"DEPARTMENT OF TRANSPORTATION",2025,3868,79351,95487.4,95487.4,50386630.7699999,13026.5332911065,84.5,0.124421819289566,0.727766287487073,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2014,1489,44000,50036.84,65810.6225320721,7906699.19,5310.07333109469,48,0.0942016328678268,0.672263263935527,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2015,1517,47900,54924.44,71890.8416357613,8095630.89,5336.60572841134,49.5,0.0866113355726226,0.740276862228082,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2016,1682,49288,53699.44,69883.946565298,9022070.13000001,5363.8942508918,24,0.0885461616530168,0.631391200951249,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2017,1786,50799,58115.21,74319.7432366618,11018450.16,6169.3449944009,23.125,0.096478645145143,0.599104143337066,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2018,1874,50763,57830.98,72664.7050083759,10546278.93,5627.68352721453,17.375,0.0880548659028503,0.5965848452508,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2019,1938,53579.5,59277.72,73185.136023319,10807194.84,5576.46792569659,12.625,0.0840701590858102,0.587203302373581,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2020,1989,57583,62838.54,76233.5038806536,11506571.19,5785.10366515836,16.5,0.0819517797812299,0.583710407239819,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2021,1839,57590,65523.04,77882.7719660391,9324714.86,5070.53554105492,0,0.0685048518777336,0.510603588907015,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2022,1645,61866,68628.05,77653.8886300536,10072980.46,6123.3923768997,1.5,0.0809110413547893,0.54468085106383,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2023,1661,61866,70906.85,76201.8327804098,11220427.55,6755.22429259482,8.25,0.0874718381320244,0.56110776640578,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2024,1661,68959,76317.55,79297.03119907,11647040,7012.06502107166,0,0.0824637299139724,0.534617700180614,FALSE
"DEPT OF CITYWIDE ADMIN SVCS",2025,1690,72272,77342.945,77342.945,11802425.82,6983.68391715976,0,0.082136182545256,0.490532544378698,FALSE
"DEPT OF ED PARA PROFESSIONALS",2014,20544,31715,32784.25,43119.2677584572,1360973.15,66.2467460085644,0,0.00205338026617979,0.173529984423676,FALSE
"DEPT OF ED PARA PROFESSIONALS",2015,22033,33329,32938.04,43112.7457545743,1384452.04,62.8353851041622,0,0.00193333720731576,0.190804702037852,FALSE
"DEPT OF ED PARA PROFESSIONALS",2016,23869,34492,33522.88,43626.3609943585,1565784.79,65.5990946415853,0,0.00199649635447406,0.205873727428883,FALSE
"DEPT OF ED PARA PROFESSIONALS",2017,24903,36062,34753.72,44444.2607523717,1757060.99000001,70.5561976468698,0,0.00205203695051841,0.215877605107818,FALSE
"DEPT OF ED PARA PROFESSIONALS",2018,25127,37872,36699.92,46113.4993844302,1921226.41,76.4606363672632,0,0.00211348070012714,0.211644844191507,FALSE
"DEPT OF ED PARA PROFESSIONALS",2019,25397,39830,42505.12,52477.4399030107,2234732.21999999,87.9919762176581,0,0.00212007821209721,0.221443477576092,FALSE
"DEPT OF ED PARA PROFESSIONALS",2020,25699,40825,43291.98,52520.3056170811,0,0,0,0,0,FALSE
"DEPT OF ED PARA PROFESSIONALS",2021,25137,42433,43464.93,51663.7999657808,0,0,0,0,0,FALSE
"DEPT OF ED PARA PROFESSIONALS",2022,23366,42049,44875.77,50777.7511639614,0,0,0,0,0,FALSE
"DEPT OF ED PARA PROFESSIONALS",2023,23636,42049,42473.525,45645.2437196766,0,0,0,0,0,FALSE
"DEPT OF ED PARA PROFESSIONALS",2024,24286,43126,48425.515,50316.0750546373,0,0,0,0,0,FALSE
"DEPT OF ED PARA PROFESSIONALS",2025,24994,44420,45996.125,45996.125,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2014,87176,75796,76796.08,101005.535777695,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2015,89681,79654,78720.39,103037.465488867,-71.69,-0.000799388945262203,0,-1.01580408590942e-08,0,FALSE
"DEPT OF ED PEDAGOGICAL",2016,91613,82434,80393.2,104622.954969611,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2017,93356,86185,83481.73,106759.327524624,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2018,94686,90973,88010.31,110585.074191129,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2019,94969,96083,100254.18,123775.270037483,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2020,95470,98486,101446.91,123071.818778178,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2021,94086,101441,102082.505,121338.516323984,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2022,93986,101441,104309.875,118028.52355946,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2023,93524,101441,101887.68,109496.16227126,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2024,94281,107619,112162.29,116541.170536648,0,0,0,0,0,FALSE
"DEPT OF ED PEDAGOGICAL",2025,96161,110848,110241.12,110241.12,0,0,0,0,0,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2014,3887,58216,67302.78,88519.5358048008,16376268.06,4213.08671468998,15.5,0.0594617707423195,0.607409313094932,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2015,3934,60873,70020.26,91649.8269796621,17603456.73,4474.69667768175,14.625,0.0598551469798411,0.687341128622267,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2016,4054,63631,71493.63,93041.1382070127,20204490.56,4983.84078934386,16,0.0666621172558975,0.613468179575728,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2017,4120,65488.5,75654.97,96750.1957745202,21543034.47,5228.89186165048,17,0.0655880193288634,0.605097087378641,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2018,4185,65938,74450.66,93547.355527762,18513765.14,4423.83874313023,10,0.056707449343304,0.588530465949821,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2019,4198,68886,76641.735,94623.0017119108,18547231.04,4418.11125297764,3.25,0.054362647296404,0.584564078132444,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2020,4200,70726,78597.935,95352.2469305279,19041485.6,4533.68704761905,6,0.05437621450753,0.553571428571429,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2021,4001,72647,79865.84,94931.0808014428,15449941.19,3861.51991752062,0,0.0447074819734325,0.526868282929268,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2022,3768,73636.5,80811.745,91439.9614476921,20292334.44,5385.43907643312,8,0.0620867696029681,0.576167728237792,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2023,3912,78181,87063.25,93564.7150849179,26058072.07,6661.06136758691,9.875,0.0735537995045757,0.620910020449898,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2024,3937,82743,93437.87,97085.7383729516,27375243.22,6953.32568453136,11,0.0691262447120239,0.602235204470409,FALSE
"DEPT OF ENVIRONMENT PROTECTION",2025,3904,85995,93995.79,93995.79,27040683.13,6926.40449026639,8.25,0.0695786083455989,0.566342213114754,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2014,4180,56659,59042.46,77655.2046137399,5187308.71999999,1240.98294736842,0,0.0193923932954387,0.357177033492823,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2015,4233,58857,64426.51,84328.1429461054,8468586.67,2000.6110725254,0,0.0289379384016536,0.527049373966454,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2016,4381,62539,62408.68,81218.0696545584,8807510.08000001,2010.38805752111,0,0.0304602205362188,0.37731111618352,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2017,5058,64563,65852.04,84213.8693882442,8179147.91999999,1617.07155397391,0,0.0233732565918689,0.314946619217082,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2018,5326,65000,65832.215,82718.2676659289,7407086.44999999,1390.74097822001,0,0.0198172771658371,0.292902741269245,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2019,5378,67589,68805.37,84948.1114082119,9017430.43000001,1676.72562848644,0,0.0226608665237223,0.318148010412793,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2020,5439,70349,72617.91,88097.4911859816,15627589.54,2873.24683581544,0,0.037127541801617,0.393822393822394,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2021,5195,70554,78808.05,93673.7579214611,34893807.2599999,6716.80601732435,15.5,0.0791791355962704,0.632338787295476,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2022,4878,72100,76339.055,86379.0312429616,16704557.31,3424.46849323493,0,0.0420433805978141,0.476014760147601,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2023,5078,77097,82494.83,88655.1474350973,17441391.97,3434.69711894446,0,0.0399416220774602,0.453525009846396,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2024,5236,81612,85139.12,88463.0003832849,14715261.37,2810.40133116876,0,0.0312448820905694,0.364973262032086,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2025,5314,85447,86873.755,86873.755,11602133.91,2183.31462363566,0,0.0237387711797719,0.302785095972902,FALSE
"DEPT OF INFO TECH & TELECOMM",2014,1112,70456,70594.225,92848.5870494453,730722.19,657.124271582734,0,0.00905570777436772,0.278776978417266,FALSE
"DEPT OF INFO TECH & TELECOMM",2015,1223,73837,71813.09,93996.4700698755,804068.039999999,657.455470155355,0,0.00872855600680498,0.377759607522486,FALSE
"DEPT OF INFO TECH & TELECOMM",2016,1364,80132,69972.865,91062.028927691,987219.749999999,723.768145161291,0,0.0097478802670267,0.297653958944282,FALSE
"DEPT OF INFO TECH & TELECOMM",2017,1473,85442,79397.28,101535.99140895,1802777.67,1223.8816496945,0,0.0148288360228466,0.298031228784793,FALSE
"DEPT OF INFO TECH & TELECOMM",2018,1486,87975.5,85581.255,107532.963280608,1727859.54,1162.75877523554,0,0.013768800326043,0.302153432032301,FALSE
"DEPT OF INFO TECH & TELECOMM",2019,1533,91821,89980.85,111091.667269657,1844047.09,1202.90090671885,0,0.0137263774392834,0.328114807566862,FALSE
"DEPT OF INFO TECH & TELECOMM",2020,1667,94533,91502.89,111008.083890969,2554658.36,1532.48851829634,0,0.0167883694993918,0.31493701259748,FALSE
"DEPT OF INFO TECH & TELECOMM",2021,1623,94786,98121.61,116630.470389814,1347477.04,830.238471965496,0,0.0087578065335299,0.302526186075169,FALSE
"DEPT OF INFO TECH & TELECOMM",2022,1517,96682,97579.03,110412.449840097,934775.790000001,616.200257086355,0,0.00646941310779704,0.242584047462096,FALSE
"DEPT OF PARKS & RECREATION",2014,3334,50835,52378.63,68890.6463253288,9385868.60000002,2815.1975404919,21.125,0.0499665519027328,0.709358128374325,FALSE
"DEPT OF PARKS & RECREATION",2015,3528,54858,56855.07,74417.8517534293,9256783.19,2623.8047590703,19,0.0434329906445944,0.793367346938776,FALSE
"DEPT OF PARKS & RECREATION",2016,3719,56375,56859.92,73996.965536086,11152457.65,2998.77860984135,24.5,0.0497108372687352,0.734606076902393,FALSE
"DEPT OF PARKS & RECREATION",2017,3773,59742,61770.15,78993.8070892299,11380855.16,3016.39415849456,21.5,0.0458769003681375,0.716406042936655,FALSE
"DEPT OF PARKS & RECREATION",2018,3773,60659,61780.76,77627.6089492737,12396138.37,3285.48591836736,22.5,0.0498715536646583,0.717201166180758,FALSE
"DEPT OF PARKS & RECREATION",2019,3719,65000,65858.67,81310.0726928242,12862075.48,3458.47687012636,25.5,0.0491337450112239,0.758537241193869,FALSE
"DEPT OF PARKS & RECREATION",2020,3884,62215,66846.91,81096.3172106592,12976202.54,3340.93783213182,24,0.0472246710972331,0.738671472708548,FALSE
"DEPT OF PARKS & RECREATION",2021,3638,66409,69091.2,82124.0005723178,13537696.56,3721.19201759208,18.5,0.0504853182167696,0.716602528862012,FALSE
"DEPT OF PARKS & RECREATION",2022,3363,68646,71862.37,81313.5806229625,15316209.23,4554.3292387749,21,0.0598487578754058,0.701457032411537,FALSE
"DEPT OF PARKS & RECREATION",2023,3983,67983,71630,76978.9841469583,17891501.08,4491.96612603565,23.5,0.0594137385028598,0.764499121265378,FALSE
"DEPT OF PARKS & RECREATION",2024,3875,70046,71555.55,74349.119970657,15568280.94,4017.62088774194,22,0.0506477275711091,0.717677419354839,FALSE
"DEPT OF PARKS & RECREATION",2025,4176,72298,73494.68,73494.68,14760568.97,3534.61900622605,19.125,0.0443902154637668,0.730603448275862,FALSE
"DEPT OF RECORDS & INFO SERVICE",2014,38,43909.5,47242.935,62135.9574783742,23959,630.5,0,0.0126343821631823,0.184210526315789,FALSE
"DEPT OF RECORDS & INFO SERVICE",2015,42,51019,54199.55,70942.0299192768,35354.17,841.765952380952,0,0.0147423725654181,0.238095238095238,FALSE
"DEPT OF RECORDS & INFO SERVICE",2016,45,55524,50260.63,65408.7115481691,16.63,0.369555555555556,0,6.71167839183698e-06,0.0222222222222222,FALSE
"DEPT OF RECORDS & INFO SERVICE",2017,46,54482,50364.59,64407.981955494,2413.03,52.4571739130435,0,0.000901480949659856,0.0217391304347826,FALSE
"DEPT OF RECORDS & INFO SERVICE",2018,60,55590,48655.22,61135.3500912077,266.75,4.44583333333333,0,8.14183791599618e-05,0.0333333333333333,FALSE
"DEPT OF RECORDS & INFO SERVICE",2019,58,58283,58281.03,71954.6080404094,23.17,0.39948275862069,0,5.81722869012801e-06,0.0172413793103448,FALSE
"DEPT OF RECORDS & INFO SERVICE",2020,58,63100.5,59052.965,71640.9775989639,16348.32,281.867586206897,0,0.00408863651325582,0.0344827586206897,FALSE
"DEPT OF RECORDS & INFO SERVICE",2021,51,65297,63509.26,75489.1289279602,0,0,0,0,0,FALSE
"DEPT OF RECORDS & INFO SERVICE",2022,52,65206,59249.81,67042.2392460784,0,0,0,0,0,FALSE
"DEPT OF RECORDS & INFO SERVICE",2023,48,71395.5,70687.23,75965.8126143012,0,0,0,0,0,FALSE
"DEPT OF RECORDS & INFO SERVICE",2024,48,79586,75884.73,78847.3136564657,0,0,0,0,0,FALSE
"DEPT OF RECORDS & INFO SERVICE",2025,49,82173,81575.57,81575.57,0,0,0,0,0,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2014,376,64309,60158.47,79123.0293774943,119156.02,316.904308510638,0,0.00495247844280711,0.127659574468085,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2015,445,66078,67487.39,88334.5422711795,170429.21,382.986988764045,0,0.00548667986056123,0.213483146067416,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2016,472,71162,67195.845,87448.0411972647,100160.73,212.204936440678,0,0.00292063337057327,0.127118644067797,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2017,482,72720.5,73816.155,94398.6554693277,124766.94,258.852572614108,0,0.00327681313524604,0.107883817427386,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2018,478,75000,72844.265,91528.9180258914,84238.37,176.230899581589,0,0.00223381975784622,0.0774058577405858,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2019,478,78110.5,75676.03,93430.7282610527,57668.58,120.645564853557,0,0.00146991582284471,0.0669456066945607,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2020,545,78192,76169.05,92405.6091812556,46768.89,85.8144770642203,0,0.00106515694893392,0.0605504587155963,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2021,488,79185,80005.94,95097.6081230146,281279.47,576.392356557376,0,0.00664082194826368,0.0922131147540984,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2022,447,79052,78754.75,89112.4341371744,199314.83,445.894474272931,0,0.00530516961608858,0.111856823266219,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2023,467,85000,84471.95,90779.909254679,348613.31,746.495310492505,0,0.0083541833703116,0.205567451820128,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2024,528,92700,89837.87,93345.1922951929,187959.98,355.984810606061,0,0.00366409943372257,0.172348484848485,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2025,558,95581,91572.93,91572.93,93444.1,167.462544802867,0,0.00169548838059336,0.0896057347670251,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2014,1176,68611,73045.625,96072.7746695092,1866615.66,1587.25821428571,0,0.0216928192402879,0.310374149659864,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2015,1176,71560.5,80301.765,105107.334197438,2169913.06,1845.16416666667,0,0.0232305588395642,0.433673469387755,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2016,1349,71353,75020.97,97631.5853341641,2590305.29,1920.16700518903,0,0.0263540220155157,0.38472942920682,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2017,1322,75469,81277.135,103940.01508747,2980781.99,2254.75188350983,0,0.0273383555291568,0.401664145234493,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2018,1326,76104.5,79319.885,99665.5433614181,2534373.94,1911.29256410256,0,0.0236644316186992,0.403469079939668,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2019,1284,82247,83703.4,103341.436118229,2429549.32,1892.17236760125,0,0.0224538767273464,0.409657320872274,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2020,1242,85847,88274.085,107091.011366729,2134253.33,1718.40042673108,0,0.0187559481067033,0.338969404186795,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2021,1195,85939,90459.55,107523.101870739,1164951.37,974.85470292887,0,0.0103892797221125,0.310460251046025,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2022,1081,85928,90378.85,102265.31501933,1341317.53,1240.81177613321,0,0.0132874566533845,0.300647548566142,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2023,1035,93807,99660.35,107102.505971385,1547057.83,1494.7418647343,0,0.0152194197644594,0.326570048309179,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2024,1061,97050,97193.69,100988.187753443,1397305.85,1316.97064090481,0,0.012984259423827,0.258246936852026,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2025,1101,99810,98627,98627,1156937.1,1050.80572207084,0,0.0102790134354767,0.233424159854678,FALSE
"DEPT. OF HOMELESS SERVICES",2014,1748,47093,53133.7,69883.7471437516,7125113.78000001,4076.15204805492,69.125,0.0711915715059971,0.737414187643021,FALSE
"DEPT. OF HOMELESS SERVICES",2015,1851,47703,54685.55,71578.1574616784,7275886.6,3930.78692598595,52,0.0666640443662315,0.793625067531064,FALSE
"DEPT. OF HOMELESS SERVICES",2016,2254,48896,52825.79,68746.98666559,9349581.95000002,4147.99554125998,55.875,0.076690354284534,0.768411712511091,FALSE
"DEPT. OF HOMELESS SERVICES",2017,2181,46737,51723.51,66145.8159146101,9531336.46999999,4370.16802842733,84.5,0.0805745430969681,0.825309491059147,FALSE
"DEPT. OF HOMELESS SERVICES",2018,2230,46737,55511.635,69750.4448620382,13622218.22,6108.61803587445,108.5,0.106343313231906,0.792825112107623,FALSE
"DEPT. OF HOMELESS SERVICES",2019,2161,48499,59441,73386.7238882012,13631581.46,6307.99697362332,112,0.103217953942385,0.79639055992596,FALSE
"DEPT. OF HOMELESS SERVICES",2020,1972,55853,64762.355,78567.4084918708,15290422.28,7753.7638336714,118.875,0.113570977692881,0.801724137931034,FALSE
"DEPT. OF HOMELESS SERVICES",2021,1845,57007,71078.35,84485.9903443479,16738662,9072.44552845528,109,0.122622702253864,0.760433604336043,FALSE
"DEPT. OF HOMELESS SERVICES",2022,1671,58871,70589.41,79873.2031960866,15711962.21,9402.73022740874,109.5,0.127709588348509,0.771394374625972,FALSE
"DEPT. OF HOMELESS SERVICES",2023,1631,64327,78476.87,84337.1454925717,20938550.03,12837.8602268547,172.25,0.161023222555557,0.807480073574494,FALSE
"DEPT. OF HOMELESS SERVICES",2024,1653,67679,83359.31,86613.7055736583,24360303.68,14737.0258197217,167,0.171586115738583,0.789473684210526,FALSE
"DEPT. OF HOMELESS SERVICES",2025,1621,72298,83093.21,83093.21,17047583.79,10516.7080752622,113.25,0.125161850005109,0.735965453423812,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2015,1025,61800,60783.84,79560.2361253652,1066606.83,1040.59202926829,0,0.0155330522212379,0.160975609756098,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2016,1041,61800,63129.62,82156.2941953876,1463283.88,1405.65214217099,0,0.0206179577456516,0.142170989433237,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2017,1046,61800,65836.585,84194.1049989953,1359677.34,1299.88273422562,0,0.0182813794289108,0.1434034416826,FALSE
